,Property_keywords,bedrooms,bathrooms,area,prices,locations,property_types,Latitude,Longitude
143,Superb Summer Offer I 5Min Walk to Marina Beach,Studio,1,360 sqft,"5,995","Studio One Tower, Dubai Marina, Dubai",Apartment,25.0691036,55.1289728
144,BOOK NOW! Stylish 1 BR in Marina Pinnacle,1,1,801 sqft,"5,900","Marina Pinnacle, Dubai Marina, Dubai",Apartment,25.0886968,55.1481894
145,*No Commission* Elegant and Contemporary Studio in Furjan. Available from 13th July 2023,Studio,1,398 sqft,"4,599","Farishta Azizi, Al Furjan, Dubai",Apartment,25.0241966,55.139183
146,Summer Limited Offer | Modern Studio | Best Amenities,Studio,1,389 sqft,"3,999","Miraclz Tower by Danube, Arjan, Dubai",Apartment,25.0583148,55.23891339999999
147,Newly Furnished 3 Bedroom Apartment in Creek Harbour,3,4,"1,708 sqft","15,499","Harbour Views 1, Harbour Views, Dubai Creek Harbour, Dubai",Apartment,25.2053316,55.3447823
148,Lovely 1BR Apartment in Jumeirah Village Circle,1,1,578 sqft,"6,999","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
149,Spacious STUDIO with Balcony Furnished -Free DEWA & Internet,Studio,1,389 sqft,"4,000","MAG 515, MAG 5 Boulevard, Dubai South, Dubai",Apartment,24.9512346,55.2300507
150,No Commission | Prime Location 1BHK | Fully Furnished | Free DEWA/WiFi,1,2,700 sqft,"6,999","Manchester Tower, Dubai Marina, Dubai",Apartment,25.0681802,55.1323932
151,Luxury 2 Bedroom in Business Bay @8999 With all bills,2,2,908 sqft,"8,999","Vera Residences, Business Bay, Dubai",Apartment,25.1868571,55.2829892
152,NO COMMISSION ! Free Bills ! Furnished 1bd Apartment near Metro Station,1,1,752 sqft,"5,500","Mag 214 Tower, JLT Cluster R, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.077433,55.147214
153,"1 BHK, GULF OASIS HOTEL,SERVICED, NO COMMISSION",1,1,750 sqft,"6,000","Gulf Oasis Hotel Apartments, Barsha Heights (Tecom), Dubai",Hotel Apartment,25.094106,55.17715699999999
154,Summer Promotion | Modern Furnished | Jogging Track | High Floor,1,1,696 sqft,"5,999","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
155,City View | Weekly Cleaning | Bills Included,1,1,654 sqft,"8,950","The Pad, Business Bay, Dubai",Apartment,25.1848061,55.2818955
156,Brand New | Amazing Full Sea View | Bills Included,2,2,"1,287 sqft","13,000","Sunrise Bay Tower 1, Sunrise Bay, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0967614,55.1394516
157,BRAND-NEW ll SMART HOME ll LUXURY DESIGNED,2,3,"1,446 sqft","11,499","Millennium Binghatti Residences, Business Bay, Dubai",Apartment,25.1805314,55.2689479
158,Summer Deal | Studio in the Heart of Business Bay,Studio,1,456 sqft,"7,000","DAMAC Maison Majestine, Business Bay, Dubai",Apartment,25.186457,55.282055
159,Full Marina View / Luxury and Cosy Apartment,1,2,977 sqft,"20,000","Jumeirah Living Marina Gate, Marina Gate, Dubai Marina, Dubai",Apartment,25.0874245,55.1464733
160,FREE BEACH ACCESS at Fairmont The Palm | Golden Mile,2,2,"1,799 sqft","13,500","Golden Mile 5, Golden Mile, Palm Jumeirah, Dubai",Apartment,25.1076774,55.14628980000001
161,Charming | Elegant & Unique | Studio | Carson B,Studio,1,406 sqft,"4,798","Carson Tower B, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0245455,55.2431504
162,Maison Privee - Spacious 1/Bed Apartment in Dubai Marina,1,2,733 sqft,"8,000","Sparkle Tower 3, Sparkle Towers, Dubai Marina, Dubai",Apartment,25.0714847,55.1321149
163,Stunning 2-Bedroom Apartment with Sea View,2,3,"1,199 sqft","12,000","La Rive Tower 1, La Rive, Port De La Mer, La Mer, Jumeirah, Dubai",Apartment,25.2397759,55.2543541
164,Summer Limited Offer | Children\'s Play Area | Divine,Studio,1,464 sqft,"3,499","Divine Residences, Arjan, Dubai",Apartment,25.0656864,55.2484337
165,LUXURIOUSLY FURNISHED STUDIO || READY TO MOVE IN || CALL US NOW,Studio,1,492 sqft,"4,999","Nicholas Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0550125,55.2114463
166,Beach access! Modern 1BR in Fairmont North,1,1,"1,314 sqft","10,200","The Fairmont Palm Residence North, The Fairmont Palm Residences, Palm Jumeirah, Dubai",Apartment,25.1099215,55.1408733
167,Distinctive 1 Bedroom | Marina Quays | Newly Furnished,1,2,"1,113 sqft","11,500","Marina Quays West, Marina Quays, Dubai Marina, Dubai",Apartment,25.0767236,55.1368735
168,FULLY FURNISHED | READY UNIT | CHILLER FREE,1,1,770 sqft,"7,500","Creek Horizon Tower 2, Creek Horizon, Dubai Creek Harbour, Dubai",Apartment,25.2068836,55.3442211
169,"SUPERIOR 1 BHK,SERVICED, GULF OASIS HOTEL, NO COMMISSION",1,2,800 sqft,"6,500","Gulf Oasis Hotel Apartments, Barsha Heights (Tecom), Dubai",Hotel Apartment,25.094106,55.17715699999999
170,Close Nahkeel Mall / All Bills Included / 2mins To Tram,Studio,1,548 sqft,"8,000","Palm Views East, Palm Views, Palm Jumeirah, Dubai",Apartment,25.1170671,55.1364276
171,Summer Offer! Upscale & Stylish 2BR in Dubai Hills,2,3,"1,004 sqft","15,000","Executive Residences 1, Executive Residences, Dubai Hills Estate, Dubai",Apartment,25.1118678,55.24642009999999
172,"1br Apartment, Marina Pinnacle, Dubai Marina",1,1,791 sqft,"7,500","Marina Pinnacle, Dubai Marina, Dubai",Apartment,25.0886968,55.1481894
173,"SPACIOUS 1 BEDROOM IN JVC, BRAND NEW AND FULLY FURNISHED",1,2,822 sqft,"4,899","Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0559406,55.2011756
174,Breathtaking one Bedroom across Dubai Mall | Utilities Included,1,2,900 sqft,"8,500","Upper Crest (Burjside Terrace), Downtown Dubai, Dubai",Apartment,25.1949849,55.2784141
175,City View | Weekly Cleaning | Bills Included,2,3,"1,693 sqft","18,670","The Onyx Tower 2, The Onyx, The Greens, Dubai",Apartment,25.0967745,55.1691282
176,Fully Furnished Studio in Sports City | All Bills Included!,Studio,1,379 sqft,"4,300","Giovanni Boutique Suites, Dubai Sports City, Dubai",Apartment,25.0320227,55.222943
177,Executive King Studio in Business Bay,Studio,1,602 sqft,"8,999","West Wharf, Business Bay, Dubai",Apartment,25.1809863,55.26502869999999
178,High floor! | Stylish 1BR in Marina Pinnacle,1,1,761 sqft,"6,000","Marina Pinnacle, Dubai Marina, Dubai",Apartment,25.0886968,55.1481894
179,Sublime 1 bedroom | Beach Vista | All Bills Included,1,1,711 sqft,"13,000","Beach Vista 2, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0981282,55.1397625
180,Newly Furnished Studio | IMPZ | All Bills Included,Studio,1,495 sqft,"6,500","Lago Vista A, Lago Vista, Dubai Production City (IMPZ), Dubai",Apartment,25.0317773,55.19002270000001
181,SUMMER OFFER/ 2 MONTH STAY,2,2,"1,050 sqft","14,999","Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",Apartment,25.2064112,55.3471756
182,Private Beach Access | Sea View | Brand New Furnishing,3,4,"2,301 sqft","15,500","Al Bateen Towers, The Walk, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.072367,55.127675
183,VERA | Newly furnished with D-Marin Business Bay View,2,2,901 sqft,"9,250","Vera Residences, Business Bay, Dubai",Apartment,25.1868571,55.2829892
184,NEW UNIT | Elegant 2 BR | Fairmont South,2,2,"1,723 sqft","15,500","The Fairmont Palm Residence South, The Fairmont Palm Residences, Palm Jumeirah, Dubai",Apartment,25.1099215,55.1408733
185,No Commission I Kitchen I Metro I Free Bills I Free Cleaning,1,1,602 sqft,"4,899","First Central Hotel Apartments, Barsha Heights (Tecom), Dubai",Apartment,25.0977223,55.1745919
186,3 NIGHTS FREE ON 2 MONTHS BOOKING|BRAND NEW STUDIO IN MEYDAN|FULLY FURNISHED|BILLS INCLUDED,Studio,1,300 sqft,"5,999","Azizi Riviera 10, Azizi Riviera, Meydan One, Meydan City, Dubai",Apartment,25.171143,55.3024098
187,ASTONISHING STUDIO || AMAZINGLY FURNISHED || CONTACT US NOW,Studio,1,510 sqft,"4,299","Beverly Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0502178,55.21352760000001
188,Brand new furniture | Excellent location | All Bills Included  | No Commission,2,3,"1,652 sqft","17,000","Marina Arcade Tower, Dubai Marina, Dubai",Apartment,25.0901262,55.1503297
189,Brand New | Delightful Studio | All Bill Included,Studio,1,443 sqft,"6,498","AG Tower, Business Bay, Dubai",Apartment,25.1796099,55.269205
190,Infront of Metro | Fully Furnished | Spacious,Studio,1,429 sqft,"6,198","Marina Diamond 3, Marina Diamonds, Dubai Marina, Dubai",Apartment,25.0815572,55.1472431
191,Community View | Weekly Cleaning | Bills Included,1,2,"1,342 sqft","12,000","Shams 1, Shams, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
192,PRIME LOCATION! Beach access! 2BR+maid in Fairmont,2,2,"2,163 sqft","15,500","The Fairmont Palm Residence North, The Fairmont Palm Residences, Palm Jumeirah, Dubai",Apartment,25.1099215,55.1408733
193,Gorgeous Outlook | Guest Suite | Complete Furnishings | Move-In Ready,2,3,"1,531 sqft","28,999","Apartment Building 2, Bluewaters Residences, Bluewaters Island, Dubai",Apartment,25.0792222,55.11966839999999
194,3 NIGHTS FREE ON 2 MONTHS BOOKING|Captivating 1 bedroom in Business Bay | Canal view |All Bills included,1,2,669 sqft,"7,999","Merano Tower, Business Bay, Dubai",Apartment,25.1848281,55.2603221
195,Fully Serviced | Luxury & Comfort | Loreto 2A,Studio,1,486 sqft,"5,000","Loreto 2A, Loreto A, Loreto, DAMAC Hills, Dubai",Apartment,25.0160115,55.2544323
196,One Bedroom Apartment with Marina view,1,2,856 sqft,"11,999","Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
197,Exclusive Luxury 3 Bedroom + Maid room l Balcony view with Burj Khalifa and Dubai Fountain view,4,4,"1,821 sqft","41,299","Boulevard Point, Downtown Dubai, Dubai",Apartment,25.1933096,55.28091870000001
198,BRAND NEW STUDIO || AMAZINGLY FURNISHED || CONTACT US NOW !!!,Studio,1,417 sqft,"4,299","Beverly Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0502178,55.21352760000001
199,Summer Offer !NEWLY FURNISHED ! FREE BILLS ! Furnished 1BR  Apartment in Beach Vista,1,2,747 sqft,"8,000","Beach Vista 2, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Apartment,25.0981282,55.1397625
200,No Commission |  Trending and Cozy 2BHK | Fully Furnished | Free Wifi/DEWA,2,3,"1,441 sqft","11,499","Millennium Binghatti Residences, Business Bay, Dubai",Apartment,25.1805314,55.2689479
201,BIG OFFER!!! FOR IMMEDIATE BOOKING! AMAZING AND COZY 1 BEDROOM  APARTMENT IN THE HEART OF JVC,1,2,987 sqft,"5,875","Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0545988,55.2128478
202,ALL BILLS INCLUDED || Coastal Retreat:2 bd Apt Breathtaking Sea View JBR,2,2,"1,332 sqft","11,999","Sadaf 6, Sadaf, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0809595,55.1373993
203,Stunning Studio in West Wharf Tower|Business Bay,Studio,1,602 sqft,"6,499","West Wharf, Business Bay, Dubai",Apartment,25.1809863,55.26502869999999
204,All BILLS  Included || Designer 1 bedroom next to Burj al Arab and the beach,1,1,768 sqft,"9,500","Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim, Dubai",Apartment,25.1330986,55.183466
205,Summer Promotion | Specious Furnished | Family-Oriented | Modern Amenities,4,4,"2,172 sqft","14,999","Elite Business Bay Residence, Business Bay, Dubai",Apartment,25.1799797,55.2659768
206,MS Holiday Homes Premier 2 Bedroom Summer Savings Book for one month get 5% discount on next Perfect for High-Profile client  Stays in Vera Residences,2,2,906 sqft,"8,400","Vera Residences, Business Bay, Dubai",Apartment,25.1868571,55.2829892
207,Dubai Hills | 1 bedroom | Furnished & All Bills Included,1,1,646 sqft,"7,500","Park Heights 1, Park Heights, Dubai Hills Estate, Dubai",Apartment,25.1129375,55.24636779999999
208,Summer Offer | Swimming Pool | Bloom Towers,Studio,1,394 sqft,"3,999","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
209,Luxury Living on Bluewaters Dubai,1,2,"1,307 sqft","18,000","Apartment Building 4, Bluewaters Residences, Bluewaters Island, Dubai",Apartment,25.0792222,55.11966839999999
210,NO COMMISSION ! Fantastic One Bed in Prime Location of Marina| FREE UTILITY BILLS!,1,1,846 sqft,"6,000","Marina Diamond 4, Marina Diamonds, Dubai Marina, Dubai",Apartment,25.0802904,55.1453144
211,Luke Stays - Amna Tower,2,3,"1,511 sqft","15,000","Amna, Al Habtoor City, Business Bay, Dubai",Apartment,25.1841785,55.254316
212,AMAZING FULLY FURNISHED 1BHK || CONTACT US NOW,1,2,889 sqft,"4,900","Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0559406,55.2011756
213,Modern 1BR w/ Resort Amenities in Production City,1,2,762 sqft,"5,800","Afnan 5, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0275938,55.1798464
214,Maison Privee - Tranquil Apt w/ Mesmerizing Views Cls to Marina,2,2,"1,489 sqft","17,500","Banyan Tree Residences, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0778793,55.1563532
215,High Floor | Fully Equipped Kitchen | Carson A,Studio,1,406 sqft,"4,998","Carson Tower A, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0254132,55.24445960000001
216,Spacious 1BR l Luxurious Ambiance l Business Bay | AVANTI 605,1,1,682 sqft,"7,000","Avanti Tower, Business Bay, Dubai",Apartment,25.1766978,55.27113139999999
217,Fully Furnished | Gym & Pool | Modern Community,1,2,983 sqft,"6,499","Laya Residences, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0661451,55.208794
218,Summer Limited Offer | Modern Amenities | Convenient Location,1,2,939 sqft,"6,499","Golden Wood Views, JVT District 3, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0401649,55.1824056
219,Luxury | Brand New | Furnished  |,Studio,1,478 sqft,"5,500","The Icon Casa, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0617417,55.2123317
220,Ready To Move Deal ! Amazing Fountain View High Pixel ! Higher Floor ! Luxury Living Furnished 1 Bedroom Apartment ! No Commission,1,1,900 sqft,"9,396","Standpoint Tower 1, Standpoint Towers, Downtown Dubai, Dubai",Apartment,25.1937032,55.2725735
221,BRAND NEW ll 1BHK MODERN FURNISHED ll BALCONY,1,2,710 sqft,"7,499","The Residences at Business Central, Business Bay, Dubai",Apartment,25.1894021,55.2892571
222,CHIC STUDIO IN ARJAN| BILLS INCLUDED,Studio,1,433 sqft,"4,499","Bella Rose, Dubai Science Park, Dubai",Apartment,25.070378,55.2452482
223,HIGH FLOOR | Elegant 1 BR | Elite Residence,1,1,959 sqft,"6,200","Elite Residence, Dubai Marina, Dubai",Apartment,25.0895735,55.1478445
224,Capacious Stylish 1BHK | Fully Furnished | No Commission,1,2,939 sqft,"8,999","DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Apartment,25.1831647,55.272887
225,Stylish Apartment across the beach,1,2,700 sqft,"8,000","Bay Central West, Bay Central, Dubai Marina, Dubai",Apartment,25.0785015,55.1373454
226,Full Sea View | The 1 JBR | All Bills Included,3,4,"2,601 sqft","40,000","1 JBR, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
227,Corner high floor - 1br Palm Tower - Breathtaking,1,2,"1,085 sqft","20,000","The Palm Tower, Palm Jumeirah, Dubai",Apartment,25.1137853,55.1399566
228,Modern and Elegantly l Family Friendly l All Bills Included,2,3,"2,006 sqft","19,000","Laguna Movenpick Tower, JLT Cluster A, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.065721,55.1381376
229,SMART HOME ll ZERO COMMISSION ll ELEGANT,1,2,694 sqft,"7,999","Binghatti Creek, Al Jaddaf, Dubai",Apartment,25.2123114,55.3191168
230,GREAT OFFER! 1 BR in Park Island | Bonaire Tower,1,1,909 sqft,"6,700","Bonaire Tower, Park Island, Dubai Marina, Dubai",Apartment,25.0820935,55.1423689
231,Spacious STUDIO with Balcony Furnished -Free DEWA & Internet,Studio,1,442 sqft,"4,400","Celestia B, Celestia, Residential District, Dubai South, Dubai",Apartment,24.9392775,55.2175642
232,Premium Fully Furnished | High Floor | Ready To Move,1,2,821 sqft,"6,999","AG Tower, Business Bay, Dubai",Apartment,25.1796099,55.269205
233,Unrivalled 2 bedroom | Marina View | All Bills Included,2,3,"1,231 sqft","17,000","Marina Gate 2, Marina Gate, Dubai Marina, Dubai",Apartment,25.0867931,55.1475512
234,Burj Khalifa View | 3 BR + Maid apartment in OPERA GRAND,3,3,"2,041 sqft","25,000","Opera Grand, Downtown Dubai, Dubai",Apartment,25.1937217,55.2712261
235,Fully Furnished 1 Bedroom Apartment | Manhattan Towers JVC,1,1,851 sqft,"6,000","The Manhattan, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0687692,55.2074089
236,BRAND NEW 1 BR IN MEYDAN| ALL BILLS INCLUDED.,1,1,492 sqft,"6,999","Sobha Creek Vistas Tower A, Sobha Creek Vistas, Sobha Hartland, Dubai",Apartment,25.178171,55.31345630000001
237,Brand New Furnished | 1 BR Apartment | Expo 2020 Dubai South,1,2,"1,066 sqft","6,500","Celestia A, Celestia, Residential District, Dubai South, Dubai",Apartment,25.2048493,55.2707828
238,Bright and Spacious l Family SetUp Apartment with view of Palm Beach,3,4,"1,510 sqft","14,000","Sulafa Tower, Dubai Marina, Dubai",Apartment,25.08946,55.14892769999999
239,Fully Furnished | Studio | Burj Khalifa View,Studio,1,361 sqft,"5,999","Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Apartment,25.2090203,55.315404
240,1 BR Cozy apartment in Damac Prive with Canal View in Business Bay,1,1,982 sqft,"9,000","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
241,Cozy Studio in Anantara North | All Inclusive,Studio,1,690 sqft,"8,000","Anantara Residences - North, Anantara Residences, Palm Jumeirah, Dubai",Apartment,25.1313252,55.1529958
242,Luxurious 4 BDR + Maid | Opera Grand | Burj Khalifa View,4,6,"2,985 sqft","55,000","Opera Grand, Downtown Dubai, Dubai",Apartment,25.1937217,55.2712261
243,Infinity Pool with Burj Khalifa View | 2 BR apartment residence,2,2,"1,320 sqft","12,499","Paramount Hotel & Residences, Business Bay, Dubai",Apartment,25.1832074,55.2728756
244,Relaxing Haven w/ Unparalleled Burj Khalifa Views,2,2,"1,622 sqft","14,000","South Ridge 2, South Ridge, Downtown Dubai, Dubai",Apartment,25.1864081,55.2772952
245,No Commission | Excellent location I All Bills Included,Studio,1,407 sqft,"6,000","Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
246,Azizi Plaza Amazing Studio,Studio,1,384 sqft,"5,299","Azizi Plaza, Al Furjan, Dubai",Apartment,25.0219527,55.1393223
247,All Utilities Bills Included | Furnished Studio | Maple 2,Studio,1,470 sqft,"3,900","Maple 2, Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0488228,55.2050756
248,City View | Weekly Cleaning | Bills Included,2,2,"1,143 sqft","9,980","Bloom Tower A, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0666071,55.202942
249,LUXURY UPGRADED SIGNATURE 7 BDR villa in PALM JUMEIRAH,7,8,"13,003 sqft","320,000","Signature Villas Frond M, Signature Villas Palm Jumeirah, Palm Jumeirah, Dubai",Villa,25.113357,55.1243023
250,Summer Promotion | Skyscraper | Modern Furnished | Family-Oriented,1,1,674 sqft,"6,499","Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
251,Sea view| Swimming pool| Private Beach|  Palm Jumeirah,5,6,"6,800 sqft","70,000","Garden Homes Frond B, Garden Homes Palm Jumeirah, Palm Jumeirah, Dubai",Villa,25.1221083,55.1402132
252,"SUMMER OFFER: Book for 1 month, GET 2 free nights stay- 2 bedrooms, Collective 2.0",2,1,722 sqft,"11,999","Collective 2.0, Dubai Hills Estate, Dubai",Apartment,25.114898,55.24761489999999
253,FREE TICKETS SUMMER SALE: Extravagant 1BR in Downtown | NO COMMISSION,1,1,767 sqft,"11,000","Act Two, Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",Apartment,25.1928405,55.27134230000001
